userId,itemIds,top-50 scores
1,"[1127, 2529, 2641, 2115, 1320, 3175, 1377, 2985, 2947, 2640, 2000, 919, 593, 1370, 480, 3471, 1198, 2699, 2657, 1562, 2003, 2797, 1196, 1097, 1371, 2302, 1580, 1356, 1544, 2470, 1909, 1517, 1573, 590, 3671, 260, 733, 3082, 1197, 2605, 2791, 1690, 2716, 2174, 1372, 592, 1220, 2987, 1587, 1302]","[2.5282185, 2.4929104, 2.485685, 2.4712496, 2.4666564, 2.4493756, 2.447654, 2.4390655, 2.418007, 2.4134789, 2.4095309, 2.406964, 2.3984327, 2.3959992, 2.3925228, 2.3907228, 2.388973, 2.3872812, 2.3828843, 2.3826458, 2.3771741, 2.3771286, 2.3705382, 2.3701699, 2.3613334, 2.3599436, 2.3593652, 2.359307, 2.3589032, 2.3587637, 2.3546, 2.3470325, 2.344659, 2.3423896, 2.3405893, 2.3396826, 2.3392656, 2.3387005, 2.3361967, 2.3354754, 2.3342686, 2.332831, 2.3299303, 2.3296638, 2.3292272, 2.3259704, 2.3233829, 2.3231745, 2.3213043, 2.3204722]"
2,"[134130, 122886, 91500, 122904, 106782, 112556, 89745, 79132, 148626, 109487, 99114, 70286, 59315, 77561, 115617, 78499, 85414, 74458, 116797, 122918, 152081, 79702, 98809, 116823, 76093, 111362, 68157, 63113, 82459, 87232, 109374, 88125, 115149, 57669, 96079, 112852, 89492, 84152, 72998, 122920, 88129, 80463, 91630, 142488, 94864, 91542, 48780, 91658, 33794, 115569]","[2.333745, 2.3292098, 2.3247247, 2.3220887, 2.280849, 2.274737, 2.262602, 2.2588055, 2.242666, 2.239781, 2.2373688, 2.2167072, 2.213943, 2.2032218, 2.2010422, 2.1985512, 2.1962929, 2.19593, 2.1920033, 2.190341, 2.1874518, 2.18737, 2.186803, 2.1839767, 2.1743243, 2.1675324, 2.1626682, 2.1624415, 2.1565254, 2.1514928, 2.1490622, 2.1470013, 2.1468935, 2.1455054, 2.145272, 2.1443205, 2.1440032, 2.1433482, 2.1397302, 2.1348114, 2.1316855, 2.129766, 2.1293068, 2.1244411, 2.1216016, 2.1200993, 2.1142547, 2.1135645, 2.1130943, 2.1125104]"
3,"[1320, 1974, 1127, 1388, 1717, 2640, 2871, 1690, 1321, 2393, 2641, 2193, 1345, 2094, 2455, 1876, 1333, 2792, 1994, 1909, 1350, 1287, 2124, 2699, 849, 1125, 1371, 1376, 3639, 3269, 3499, 3033, 3527, 2529, 2115, 1982, 3699, 1090, 1377, 2100, 2746, 590, 2985, 1278, 1587, 2080, 2407, 968, 1019, 3081]","[1.9228702, 1.9226671, 1.9191494, 1.9179561, 1.9129145, 1.9126744, 1.9116933, 1.9047337, 1.8949596, 1.8863472, 1.8837426, 1.8723444, 1.8687578, 1.8624625, 1.8344078, 1.8172295, 1.8134993, 1.8125236, 1.8124342, 1.8115113, 1.8020523, 1.786985, 1.7821063, 1.779211, 1.7740625, 1.7736726, 1.7723314, 1.7700462, 1.7536604, 1.7519529, 1.7513001, 1.7501512, 1.747899, 1.7461375, 1.7400209, 1.7377036, 1.7370769, 1.7261968, 1.7261416, 1.7201645, 1.718044, 1.7178962, 1.7171539, 1.7043486, 1.7041475, 1.6997979, 1.6991292, 1.698744, 1.6974876, 1.6964352]"
4,"[1233, 908, 235, 1204, 1358, 913, 509, 300, 29, 1172, 1225, 1299, 1304, 3418, 2712, 920, 1641, 497, 2396, 345, 2076, 1968, 1094, 1183, 348, 904, 471, 3168, 318, 1242, 1263, 58, 1610, 2289, 912, 2599, 2064, 1206, 1262, 910, 1267, 1220, 924, 319, 923, 1230, 608, 357, 1234, 2908]","[2.2482114, 2.2458897, 2.235833, 2.2259548, 2.2258666, 2.2085295, 2.2075813, 2.2045376, 2.203648, 2.1944077, 2.1814284, 2.1682358, 2.1563127, 2.1494737, 2.1425555, 2.135732, 2.1324346, 2.129899, 2.1167593, 2.1063137, 2.1029255, 2.1020792, 2.1003244, 2.0915434, 2.0846949, 2.0804245, 2.0795298, 2.079097, 2.0732887, 2.0708644, 2.069363, 2.0688722, 2.0649476, 2.0623713, 2.0608299, 2.0559106, 2.0539248, 2.0378125, 2.0256686, 2.020548, 2.0171747, 2.0146506, 2.014416, 2.005307, 2.0035317, 2.002792, 1.9972408, 1.9948987, 1.993114, 1.9923623]"
5,"[590, 300, 150, 357, 349, 380, 454, 161, 266, 592, 588, 110, 509, 153, 474, 593, 316, 318, 17, 457, 292, 440, 589, 480, 34, 337, 32, 339, 165, 10, 1, 434, 508, 587, 296, 6, 786, 7, 39, 648, 141, 377, 539, 736, 36, 95, 1073, 586, 376, 608]","[2.738225, 2.6422215, 2.5852716, 2.5842922, 2.583104, 2.5610447, 2.55753, 2.5543134, 2.551836, 2.5514245, 2.5479362, 2.5357246, 2.527007, 2.5244284, 2.5162737, 2.5140781, 2.5077038, 2.502654, 2.501194, 2.4920907, 2.4805708, 2.4623182, 2.45453, 2.453743, 2.4521892, 2.4515991, 2.4479458, 2.4417024, 2.440347, 2.4328377, 2.4316735, 2.431375, 2.4273772, 2.4273193, 2.4261837, 2.4213126, 2.4206476, 2.4183555, 2.4166925, 2.4164162, 2.415937, 2.413547, 2.4105072, 2.4051528, 2.40388, 2.3891258, 2.385358, 2.3797843, 2.3734567, 2.3652363]"
6,"[315, 349, 252, 292, 168, 225, 368, 112, 637, 350, 786, 141, 5, 256, 196, 494, 266, 7, 3, 236, 160, 440, 282, 434, 474, 204, 135, 280, 590, 95, 736, 454, 22, 339, 288, 435, 186, 362, 420, 799, 432, 316, 230, 376, 151, 552, 9, 661, 338, 361]","[2.6415815, 2.633487, 2.6023474, 2.579526, 2.5325227, 2.5325003, 2.5005825, 2.495331, 2.493211, 2.4894354, 2.4755661, 2.469278, 2.4684627, 2.4672556, 2.4592497, 2.45882, 2.4582407, 2.4577281, 2.4576447, 2.4563491, 2.4533596, 2.4406013, 2.4261737, 2.4114087, 2.4079657, 2.3842077, 2.3785076, 2.3748415, 2.3715966, 2.3695128, 2.366699, 2.3644595, 2.3536685, 2.3529887, 2.34685, 2.3453197, 2.337201, 2.3326879, 2.331833, 2.3305924, 2.3302965, 2.3207808, 2.309141, 2.3069313, 2.2958677, 2.29352, 2.291073, 2.2891815, 2.287808, 2.2847567]"
7,"[6377, 5989, 4306, 4995, 5418, 5952, 1721, 6539, 8636, 7153, 2858, 5816, 4886, 1682, 2329, 6874, 260, 48516, 6365, 318, 593, 2571, 2959, 33794, 8874, 7147, 30707, 58559, 5445, 6333, 44191, 5218, 48385, 3535, 5618, 4993, 45722, 2502, 33493, 3949, 4447, 4308, 7143, 7438, 8961, 5349, 4226, 4896, 1732, 480]","[2.6442928, 2.6287215, 2.620955, 2.5831208, 2.5521839, 2.5331051, 2.5314105, 2.5245209, 2.521042, 2.495604, 2.4876497, 2.4871302, 2.477114, 2.4746869, 2.4739683, 2.4705966, 2.466874, 2.4551947, 2.4512484, 2.4482489, 2.4341257, 2.426914, 2.4253619, 2.4239879, 2.4193912, 2.4165342, 2.4111133, 2.4068599, 2.4035478, 2.403519, 2.4015763, 2.3970385, 2.396246, 2.3957012, 2.3917694, 2.390788, 2.3889356, 2.3869905, 2.3811784, 2.3800454, 2.3793955, 2.3791678, 2.3784626, 2.3736038, 2.3730912, 2.3720493, 2.3694837, 2.366104, 2.3609395, 2.357041]"
8,"[590, 380, 457, 349, 593, 150, 32, 110, 1073, 588, 480, 316, 292, 34, 10, 318, 1, 339, 592, 153, 39, 648, 161, 356, 266, 586, 597, 454, 357, 165, 141, 780, 589, 377, 7, 344, 539, 288, 736, 474, 364, 434, 300, 440, 733, 367, 587, 260, 410, 551]","[2.804572, 2.6913862, 2.6884708, 2.673121, 2.6711488, 2.6629987, 2.644487, 2.6394155, 2.6357615, 2.6285455, 2.6154068, 2.6093473, 2.6056635, 2.6012542, 2.6002395, 2.598488, 2.5965998, 2.595963, 2.5816755, 2.5745609, 2.5730963, 2.5678546, 2.5660083, 2.5627007, 2.5607033, 2.5578928, 2.5524812, 2.5503619, 2.549924, 2.5473392, 2.5446231, 2.5412238, 2.5405393, 2.5363197, 2.5267062, 2.524422, 2.522321, 2.518596, 2.5162466, 2.5057864, 2.5045466, 2.5044315, 2.502439, 2.4929724, 2.487832, 2.4785469, 2.4762294, 2.4672136, 2.4655771, 2.4653294]"
9,"[1343, 1261, 2600, 1245, 2580, 741, 2023, 1590, 3267, 3020, 70, 431, 3362, 3424, 5902, 1218, 1729, 2391, 2890, 348, 2542, 2278, 1222, 3265, 441, 1249, 1298, 1175, 1060, 1673, 1358, 1228, 1120, 353, 1200, 8623, 1215, 1037, 2412, 1216, 1884, 6620, 1199, 555, 1645, 1639, 2505, 471, 4467, 1779]","[2.1185744, 1.9669673, 1.9666986, 1.9417763, 1.9116907, 1.8981274, 1.8614442, 1.8414601, 1.8074695, 1.7653676, 1.743051, 1.7264673, 1.7197192, 1.7196633, 1.7083795, 1.7051252, 1.702158, 1.70113, 1.6975825, 1.6726315, 1.6697533, 1.6686645, 1.651869, 1.6450899, 1.6320174, 1.628331, 1.615377, 1.6131339, 1.6115859, 1.61056, 1.6100037, 1.6047097, 1.5985123, 1.5976635, 1.5959927, 1.5943949, 1.5930454, 1.5900776, 1.5865875, 1.583164, 1.582582, 1.5810297, 1.580831, 1.579167, 1.5761958, 1.575487, 1.5735306, 1.5698608, 1.5611074, 1.5607058]"
10,"[45720, 8533, 6942, 7173, 88810, 54001, 81845, 68954, 56367, 45517, 63992, 69844, 6155, 49286, 88125, 53125, 6377, 80549, 56171, 72641, 96821, 7293, 64969, 73017, 74789, 45447, 66097, 66934, 56775, 37729, 5957, 30793, 31685, 47610, 8361, 40815, 59784, 4069, 45672, 88163, 7451, 78499, 5444, 44022, 58047, 8969, 27706, 81591, 6373, 59725]","[2.472289, 2.467057, 2.3839731, 2.372991, 2.3604093, 2.3598351, 2.3508272, 2.3446379, 2.3397584, 2.3170123, 2.2900393, 2.2872703, 2.2621605, 2.2414289, 2.2378798, 2.229437, 2.2249146, 2.2198186, 2.219648, 2.2175968, 2.2076585, 2.207004, 2.2057807, 2.196166, 2.1961002, 2.1959498, 2.1934934, 2.1871133, 2.1608756, 2.160791, 2.1566052, 2.1533864, 2.1521642, 2.148232, 2.1410499, 2.1384065, 2.1286333, 2.1226225, 2.121591, 2.1136003, 2.1110144, 2.1063843, 2.0997834, 2.0969772, 2.0960736, 2.0950282, 2.0887256, 2.0878859, 2.0867712, 2.086171]"
