user_id,item_id,rating
78,1467,3.0
78,1524,1.0
78,100,4.0
78,3292,1.0
78,1765,2.5
78,479,4.5
78,1428,2.0
78,38,3.0
78,473,4.0
78,532,3.0
78,1268,1.5
78,1918,2.0
78,978,4.0
78,82,5.0
78,1632,2.5
78,2486,0.5
78,293,3.5
78,16,3.5
78,2235,1.0
78,1135,5.0
78,1872,4.5
78,1685,3.0
78,2662,3.0
78,230,3.0
78,405,5.0
78,86,4.0
78,622,3.5
78,1029,3.0
78,782,4.5
78,196,3.5
78,1152,4.0
78,43,3.5
78,1055,3.0
78,21,3.0
78,33,2.0
78,37,2.0
78,233,4.5
78,90,4.0
78,27,4.0
78,667,0.5
78,3329,3.0
78,1876,3.0
78,3149,0.5
78,167,4.5
78,3606,2.0
78,739,4.0
78,643,3.0
78,471,4.0
78,35,3.0
414,2099,4.0
414,2445,4.0
414,4148,3.5
414,1522,4.0
414,20,3.0
414,2126,3.0
414,186,5.0
414,2625,4.0
414,1270,4.0
414,2413,3.0
414,786,3.5
414,5520,3.5
414,1271,4.0
414,3193,4.0
414,1572,5.0
414,5378,4.0
414,3145,4.0
414,5755,2.5
414,6333,3.0
414,5776,2.0
414,2853,4.0
414,4522,2.5
414,7570,3.0
414,2619,3.0
414,5385,2.5
414,385,3.0
414,769,4.0
414,1435,3.0
414,459,4.0
414,2879,5.0
414,2566,3.0
414,1393,4.0
414,1896,3.5
414,6115,3.0
414,4908,4.0
414,4178,4.0
414,789,2.5
414,764,3.0
414,927,4.0
414,4233,3.0
414,2716,2.0
414,7652,4.5
414,7428,4.0
414,3849,4.0
414,5089,2.5
414,209,3.0
414,7480,4.0
414,1268,3.5
414,3017,4.0
414,7659,4.5
414,2309,3.5
414,170,3.0
414,79,5.0
414,3606,2.0
414,250,4.5
414,1682,4.0
414,113,4.0
414,3374,3.5
414,1023,2.0
414,851,2.0
414,1684,3.0
414,484,2.0
414,2652,3.0
414,1614,2.0
414,261,3.0
414,354,5.0
414,161,3.0
414,888,3.5
414,129,4.0
414,309,4.0
414,4486,3.0
414,773,4.0
414,2433,4.0
414,1601,4.0
414,6066,4.0
414,68,5.0
414,456,4.0
414,7583,4.0
414,3806,4.0
414,7609,1.5
414,2502,3.0
414,2192,4.0
414,5590,3.5
414,1648,4.0
414,42,3.0
414,5422,4.0
414,3705,3.0
414,2130,4.0
414,775,4.0
414,7598,3.5
414,1347,3.5
414,801,3.5
414,421,4.0
414,6147,3.0
414,482,3.0
414,2997,5.0
