user_id,item_id,rating
735,1,241.0
735,2,2558.0
735,2,2422.0
735,4,1735.0
735,2,1642.0
735,2,3253.0
735,1,789.0
735,5,482.0
735,2,4345.0
735,2,3282.0
735,2,3151.0
735,4,4123.0
735,4,1962.0
735,2,2342.0
735,2,1068.0
735,5,2465.0
735,4,2874.0
735,2,2913.0
735,1,3742.0
735,1,457.0
735,2,3106.0
735,2,571.0
735,1,677.0
735,2,886.0
735,1,348.0
735,1,3879.0
735,2,758.0
735,1,175.0
735,1,1865.0
735,1,459.0
735,2,311.0
735,1,416.0
735,2,4109.0
735,4,4266.0
735,1,2362.0
735,1,3371.0
735,5,3446.0
735,1,994.0
735,4,2391.0
735,4,4493.0
735,1,424.0
735,4,1719.0
735,1,4402.0
735,4,1771.0
735,4,3054.0
735,5,473.0
735,2,720.0
735,1,443.0
735,1,3385.0
735,2,3756.0
735,2,270.0
735,4,3333.0
735,1,3900.0
735,1,199.0
735,1,2813.0
735,5,2045.0
735,5,2015.0
113,1,1642.0
113,5,2735.0
113,5,1224.0
113,1,1066.0
113,2,468.0
113,2,3541.0
113,5,4185.0
113,3,3538.0
113,5,4472.0
113,5,1754.0
113,5,2000.0
113,2,831.0
113,1,3648.0
113,2,1843.0
113,5,579.0
113,1,2009.0
113,2,3624.0
113,1,3728.0
113,1,2430.0
113,1,2122.0
113,5,1974.0
113,5,1625.0
113,1,1180.0
113,1,571.0
113,5,789.0
113,5,3903.0
113,5,3824.0
113,1,2178.0
113,1,2470.0
113,2,1307.0
113,2,2001.0
113,1,1902.0
113,5,295.0
113,1,4284.0
113,2,1661.0
113,1,1798.0
113,1,257.0
113,1,1709.0
113,1,1890.0
113,1,3713.0
113,1,2112.0
113,1,262.0
113,5,3962.0
113,1,4043.0
113,1,2360.0
113,2,3427.0
113,1,705.0
113,5,3151.0
113,2,4432.0
113,1,1202.0
113,1,4089.0
113,1,4306.0
113,1,2102.0
113,2,2465.0
113,1,1148.0
113,1,2152.0
113,2,3825.0
113,1,3355.0
113,2,3725.0
113,1,1659.0
113,1,2528.0
113,2,2395.0
113,3,4123.0
113,2,4109.0
113,2,2554.0
113,5,175.0
113,5,1295.0
113,1,3274.0
113,1,3579.0
113,5,2782.0
113,5,3672.0
113,1,3285.0
113,4,3113.0
113,1,2942.0
113,4,197.0
113,1,3017.0
113,2,290.0
113,1,3333.0
113,2,3684.0
113,5,3960.0
113,5,3670.0
113,1,3840.0
113,5,2435.0
113,1,1905.0
113,1,3046.0
113,2,3638.0
113,4,3198.0
113,5,30.0
113,1,2095.0
113,4,483.0
113,1,1102.0
113,5,1561.0
113,1,457.0
113,2,3893.0
113,1,758.0
113,2,1220.0
113,5,270.0
113,1,3165.0
113,5,4386.0
113,1,2391.0
113,2,4369.0
113,4,357.0
113,1,1514.0
113,1,3938.0
113,5,2922.0
113,5,2757.0
113,5,4392.0
113,5,3972.0
113,5,2862.0
113,2,18.0
113,1,4402.0
113,2,4356.0
113,1,3730.0
113,5,1470.0
113,4,3860.0
113,4,3085.0
113,1,1050.0
113,5,788.0
113,5,2585.0
113,2,3398.0
113,1,3397.0
113,5,2462.0
113,1,851.0
113,1,3650.0
113,1,2314.0
113,1,4384.0
113,1,3282.0
113,1,1406.0
113,5,3371.0
113,5,2743.0
113,2,2460.0
113,1,607.0
113,1,2734.0
113,5,798.0
113,2,4216.0
113,1,4289.0
198,5,2216.0
198,5,2430.0
198,5,2095.0
198,5,748.0
198,5,2617.0
198,5,2112.0
198,5,4262.0
198,5,1096.0
198,5,2152.0
198,5,1175.0
198,5,517.0
198,2,2200.0
198,5,4123.0
198,5,3936.0
198,5,197.0
198,5,3938.0
198,5,4429.0
198,5,692.0
198,5,3624.0
198,5,1289.0
198,5,1633.0
198,5,621.0
198,4,1744.0
198,5,1406.0
198,5,2712.0
198,5,1798.0
198,5,1307.0
198,5,48.0
198,5,4266.0
198,5,1810.0
198,5,937.0
198,5,4306.0
198,5,2192.0
198,5,2452.0
198,3,348.0
198,5,3648.0
198,5,4159.0
198,5,2809.0
198,5,1220.0
198,1,1905.0
198,5,2456.0
198,5,2654.0
198,5,3198.0
198,5,1571.0
198,5,2862.0
198,5,468.0
198,5,457.0
198,5,1660.0
198,1,191.0
198,5,4225.0
198,5,2874.0
198,5,1066.0
198,5,674.0
198,5,3106.0
198,5,1035.0
198,5,3326.0
198,5,1145.0
198,5,3638.0
198,5,2699.0
198,5,3078.0
198,5,1799.0
198,1,1939.0
198,5,3713.0
198,5,28.0
198,5,3232.0
198,2,401.0
198,5,3254.0
198,5,3610.0
198,1,390.0
198,5,1975.0
198,5,2186.0
198,5,2690.0
198,2,1530.0
198,2,3515.0
198,5,1693.0
198,5,1625.0
198,5,483.0
198,5,2171.0
198,3,2775.0
198,5,994.0
198,5,607.0
198,5,295.0
198,2,751.0
198,1,2372.0
283,1,2372.0
283,2,2862.0
283,4,1406.0
283,2,1307.0
283,1,3860.0
283,1,2580.0
283,5,2660.0
283,5,299.0
283,2,3433.0
283,2,4330.0
283,2,705.0
283,1,4262.0
283,1,615.0
283,2,1650.0
283,1,2112.0
283,1,1615.0
283,2,2452.0
283,1,571.0
283,1,3320.0
283,1,4214.0
283,1,2594.0
283,1,1180.0
283,1,4227.0
283,5,607.0
283,1,3925.0
283,5,3928.0
283,1,1972.0
283,5,1547.0
283,2,1905.0
283,1,1470.0
283,1,30.0
283,1,313.0
283,2,3825.0
283,1,2803.0
283,2,483.0
283,2,3098.0
283,1,4472.0
283,5,4306.0
283,1,1145.0
283,2,3938.0
283,5,270.0
283,2,2000.0
283,1,1220.0
283,1,4364.0
283,2,2457.0
283,1,1962.0
283,2,3368.0
283,2,758.0
162,2,4072.0
162,2,524.0
162,5,331.0
162,1,2470.0
162,3,1245.0
162,3,2153.0
162,2,2340.0
162,1,1905.0
162,3,3817.0
162,1,3071.0
162,2,4479.0
162,1,516.0
162,5,798.0
162,3,433.0
162,2,1803.0
162,1,1148.0
162,2,2499.0
162,4,2012.0
162,5,1744.0
162,2,1708.0
162,4,1035.0
162,4,896.0
162,3,2375.0
162,5,3962.0
162,1,3544.0
162,4,3610.0
162,3,3106.0
162,1,1255.0
162,5,2954.0
162,1,436.0
162,4,44.0
162,3,3086.0
162,5,2443.0
162,4,3538.0
162,5,2890.0
162,4,295.0
162,2,4055.0
162,2,2554.0
162,5,2423.0
162,3,4393.0
162,1,1370.0
162,2,4056.0
162,5,908.0
162,5,2452.0
162,4,1043.0
162,5,1974.0
162,3,3418.0
162,5,3320.0
162,2,3782.0
162,5,2953.0
162,1,1625.0
162,5,1865.0
162,1,3315.0
162,5,4306.0
162,3,4472.0
162,5,2782.0
162,5,269.0
162,4,3925.0
162,5,705.0
162,3,3824.0
162,5,3798.0
162,5,2735.0
162,1,1925.0
162,5,2862.0
162,5,1476.0
162,5,571.0
162,2,789.0
162,5,3650.0
162,1,1066.0
162,1,1295.0
162,2,3078.0
162,1,189.0
162,5,2922.0
162,1,330.0
162,3,1862.0
162,3,1558.0
162,5,3960.0
162,1,1673.0
162,5,4302.0
162,2,1799.0
162,2,2109.0
162,2,3355.0
162,1,3331.0
162,4,2462.0
162,2,1324.0
162,1,2000.0
162,2,283.0
162,3,3612.0
162,3,2949.0
162,2,482.0
162,5,270.0
162,1,1969.0
162,5,3541.0
162,3,1578.0
162,1,175.0
162,3,2395.0
162,5,788.0
162,5,299.0
162,4,689.0
162,4,607.0
162,5,3046.0
162,3,3275.0
162,1,2743.0
162,5,1425.0
162,4,2252.0
162,1,2920.0
162,5,1627.0
162,3,2482.0
162,1,1050.0
162,4,199.0
162,1,1890.0
162,3,1145.0
162,2,2771.0
162,5,3605.0
162,1,2015.0
162,1,2389.0
162,5,3165.0
162,5,2660.0
162,1,3624.0
162,3,255.0
162,1,1959.0
162,1,1832.0
162,4,3182.0
162,4,3972.0
162,3,357.0
162,4,2521.0
162,5,3153.0
162,1,344.0
162,5,2913.0
162,3,919.0
162,5,2385.0
162,1,3364.0
162,5,2172.0
162,1,2209.0
162,5,4256.0
162,5,1020.0
162,4,1027.0
162,3,4369.0
162,5,3290.0
162,3,2868.0
162,1,760.0
162,1,171.0
162,4,894.0
162,3,3756.0
162,5,1144.0
162,1,3282.0
162,5,2803.0
162,1,2800.0
162,3,811.0
162,5,3058.0
162,2,3917.0
162,4,1509.0
162,5,3079.0
162,1,963.0
162,5,1972.0
162,1,2757.0
162,3,2594.0
162,1,4227.0
162,3,2009.0
162,2,1359.0
162,1,2379.0
162,1,3148.0
162,5,4488.0
162,2,3489.0
162,4,4366.0
162,5,4353.0
162,5,359.0
162,5,143.0
162,5,241.0
162,1,1650.0
162,5,3463.0
162,1,1202.0
162,2,4432.0
162,5,1542.0
162,1,2578.0
162,4,3433.0
162,5,1615.0
162,5,3938.0
162,5,4284.0
162,3,3862.0
162,5,3551.0
162,2,166.0
162,4,232.0
162,2,3515.0
162,2,4080.0
162,4,615.0
162,5,2360.0
162,5,2371.0
162,5,1642.0
162,1,3840.0
162,5,2342.0
162,5,2335.0
162,4,1866.0
162,3,4043.0
313,2,30.0
313,5,3106.0
313,2,4256.0
313,1,3684.0
313,5,3605.0
313,2,1905.0
313,1,2757.0
313,5,78.0
313,1,118.0
313,1,3466.0
313,1,1615.0
313,1,3942.0
313,5,2890.0
313,5,3610.0
313,5,1542.0
313,1,2072.0
313,4,1406.0
313,2,2078.0
313,2,2153.0
313,2,2152.0
313,1,1660.0
313,1,2495.0
313,2,758.0
313,2,1971.0
313,1,3232.0
313,1,2989.0
313,1,2470.0
313,5,46.0
313,5,2430.0
313,2,1975.0
313,1,907.0
313,2,3151.0
313,5,1853.0
313,5,2195.0
313,1,1799.0
313,1,3825.0
313,2,1650.0
313,1,2095.0
313,5,1202.0
313,5,3648.0
313,1,1267.0
313,1,77.0
313,1,4393.0
313,1,4216.0
313,2,268.0
313,4,3427.0
313,1,2290.0
313,1,692.0
313,5,2782.0
313,4,1918.0
313,5,3670.0
313,2,2992.0
313,2,1833.0
313,1,1659.0
313,2,4298.0
313,5,3938.0
313,2,2128.0
313,2,2462.0
313,1,1116.0
313,5,501.0
313,1,1625.0
313,4,1145.0
313,5,3715.0
313,5,2900.0
313,1,550.0
313,1,723.0
