user_id,item_id,rating
1452452,1810,3.0
1452452,962,3.0
1452452,3571,3.0
1452452,3312,4.0
1452452,4216,3.0
1452452,191,3.0
1452452,1289,2.0
1452452,1255,4.0
1452452,312,5.0
1452452,708,4.0
1452452,3168,4.0
1452452,1075,3.0
1452452,3650,5.0
1452452,3153,3.0
1452452,1975,3.0
1452452,3758,4.0
1452452,1180,4.0
1452452,4341,3.0
1452452,1983,2.0
1452452,3326,3.0
1452452,3798,5.0
1452452,571,5.0
1452452,3350,3.0
1452452,2152,3.0
1452452,896,4.0
1452452,3936,3.0
1452452,2782,5.0
1452452,2617,3.0
1452452,3333,3.0
1452452,985,4.0
1452452,3648,4.0
1452452,3864,5.0
1452452,1905,4.0
1452452,4432,4.0
1452452,550,3.0
1452452,1470,4.0
1452452,3256,4.0
1452452,759,4.0
1452452,696,3.0
1452452,4306,4.0
1452452,2391,2.0
1452452,1542,3.0
1452452,3610,3.0
1452452,3368,3.0
1452452,457,5.0
1452452,4488,5.0
1452452,3825,4.0
1452452,2186,3.0
1452452,2430,5.0
1452452,3282,5.0
1452452,2495,3.0
1452452,3290,4.0
1452452,528,4.0
1452452,2465,4.0
1452452,3824,4.0
1452452,3817,3.0
1452452,4256,4.0
1452452,175,5.0
1452452,1600,2.0
1452452,1428,4.0
1452452,2734,4.0
1452452,1754,5.0
1452452,2178,5.0
1452452,4012,3.0
1452452,1854,4.0
1452452,1145,2.0
1452452,3371,4.0
1452452,329,4.0
1452452,788,5.0
1452452,4271,3.0
1452452,143,5.0
1452452,2922,4.0
1452452,3254,2.0
1452452,4262,4.0
1452452,2755,4.0
1452452,3265,4.0
1452452,1102,3.0
1452452,3463,3.0
1452452,2913,5.0
1452452,148,4.0
1452452,468,4.0
1452452,1202,4.0
1452452,2372,4.0
1452452,3860,3.0
1452452,1406,3.0
1452452,3151,2.0
1452452,937,4.0
1452452,1642,5.0
1452452,4472,4.0
1452452,3535,4.0
1452452,1625,5.0
1452452,3875,4.0
1452452,2452,4.0
1452452,2578,5.0
1452452,2612,4.0
1452452,2200,3.0
1452452,2139,4.0
1452452,330,4.0
1452452,3925,4.0
1452452,3427,3.0
1452452,1843,3.0
1452452,1771,4.0
1452452,3605,5.0
1452452,1066,5.0
1452452,2660,5.0
1452452,2675,3.0
1452452,393,4.0
1452452,2163,3.0
1452452,798,5.0
1452452,406,4.0
1452452,607,3.0
1452452,2800,4.0
2079663,2800,2.0
2079663,197,4.0
2079663,746,3.0
2079663,3312,3.0
2079663,273,3.0
2079663,708,4.0
2079663,3254,4.0
2079663,3138,4.0
2079663,111,3.0
2079663,3689,4.0
2079663,3567,2.0
2079663,457,4.0
2079663,2178,2.0
2079663,483,1.0
2079663,2217,3.0
2079663,4389,3.0
2079663,1861,3.0
2079663,4356,5.0
2079663,1637,4.0
2079663,2495,2.0
2079663,2016,4.0
2079663,216,4.0
2079663,406,4.0
2079663,1905,5.0
2079663,2612,4.0
2079663,1220,4.0
2079663,985,4.0
2079663,4287,3.0
2079663,1833,3.0
2079663,4315,3.0
2079663,3860,4.0
2079663,3385,4.0
2079663,3256,3.0
2079663,3161,1.0
2079663,334,3.0
